0 22.0
0.00625 -4.0
0.0125 -5.0
0.01875 13.0
0.025 42.0
0.03125 50.0
0.0375 54.0
0.04375 46.0
0.05 52.0
0.05625 81.0
0.0625 65.0
0.06875 53.0
0.075 73.0
0.08125 83.0
0.0875 91.0
0.09375 91.0
0.1 75.0
0.10625 62.0
0.1125 25.0
0.11875 5.0
0.125 39.0
0.13125 48.0
0.1375 49.0
0.14375 59.0
0.15 59.0
0.15625 70.0
0.1625 66.0
0.16875 34.0
0.175 12.0
0.18125 -10.0
0.1875 -18.0
0.19375 -9.0
0.2 13.0
0.20625 30.0
0.2125 -9.0
0.21875 -2.0
0.225 16.0
0.23125 21.0
0.2375 31.0
0.24375 36.0
0.25 22.0
0.25625 28.0
0.2625 48.0
0.26875 35.0
0.275 11.0
0.28125 27.0
0.2875 30.0
0.29375 36.0
0.3 67.0
0.30625 42.0
0.3125 31.0
0.31875 47.0
0.325 56.0
0.33125 67.0
0.3375 41.0
0.34375 8.0
0.35 -12.0
0.35625 8.0
0.3625 23.0
0.36875 39.0
0.375 23.0
0.38125 -12.0
0.3875 -3.0
0.39375 37.0
0.4 57.0
0.40625 74.0
0.4125 79.0
0.41875 86.0
0.425 60.0
0.43125 31.0
0.4375 16.0
0.44375 -17.0
0.45 -21.0
0.45625 -42.0
0.4625 -53.0
0.46875 -52.0
0.475 -51.0
0.48125 -68.0
0.4875 -42.0
0.49375 -62.0
0.5 -61.0
0.50625 -59.0
0.5125 -71.0
0.51875 -53.0
0.525 -27.0
0.53125 -6.0
0.5375 11.0
0.54375 12.0
0.55 6.0
0.55625 -4.0
0.5625 -11.0
0.56875 6.0
0.575 -8.0
0.58125 -24.0
0.5875 -21.0
0.59375 -33.0
0.6 -11.0
0.60625 21.0
0.6125 31.0
0.61875 36.0
0.625 55.0
0.63125 49.0
0.6375 36.0
0.64375 60.0
0.65 37.0
0.65625 33.0
0.6625 48.0
0.66875 64.0
0.675 73.0
0.68125 67.0
0.6875 59.0
0.69375 59.0
0.7 83.0
0.70625 68.0
0.7125 67.0
0.71875 68.0
0.725 25.0
0.73125 8.0
0.7375 13.0
0.74375 10.0
0.75 -4.0
0.75625 -39.0
0.7625 -62.0
0.76875 -55.0
0.775 -72.0
0.78125 -91.0
0.7875 -69.0
0.79375 -72.0
0.8 -99.0
0.80625 -98.0
0.8125 -85.0
0.81875 -73.0
0.825 -77.0
0.83125 -64.0
0.8375 -37.0
0.84375 -38.0
0.85 -37.0
0.85625 -36.0
0.8625 -24.0
0.86875 -25.0
0.875 -22.0
0.88125 -34.0
0.8875 -39.0
0.89375 -45.0
0.9 -67.0
0.90625 -56.0
0.9125 -50.0
0.91875 -62.0
0.925 -61.0
0.93125 -51.0
0.9375 -53.0
0.94375 -31.0
0.95 -46.0
0.95625 -34.0
0.9625 -58.0
0.96875 -90.0
0.975 -71.0
0.98125 -60.0
0.9875 -54.0
0.99375 -50.0
1.0 -81.0
1.00625 -77.0
1.0125 -60.0
1.01875 -59.0
1.025 -30.0
1.03125 -25.0
1.0375 -76.0
1.04375 -110.0
1.05 -102.0
1.05625 -77.0
1.0625 -77.0
1.06875 -75.0
1.075 -75.0
1.08125 -69.0
1.0875 -88.0
1.09375 -96.0
1.1 -92.0
1.10625 -108.0
1.1125 -99.0
1.11875 -86.0
1.125 -74.0
1.13125 -65.0
1.1375 -76.0
1.14375 -79.0
1.15 -67.0
1.15625 -32.0
1.1625 -12.0
1.16875 -2.0
1.175 19.0
1.18125 10.0
1.1875 -35.0
1.19375 -71.0
1.2 -65.0
1.20625 -33.0
1.2125 -36.0
1.21875 -27.0
1.225 -26.0
1.23125 -45.0
1.2375 -65.0
1.24375 -49.0
1.25 -51.0
1.25625 -62.0
1.2625 -61.0
1.26875 -71.0
1.275 -79.0
1.28125 -91.0
1.2875 -96.0
1.29375 -93.0
1.3 -69.0
1.30625 -41.0
1.3125 -48.0
1.31875 -61.0
1.325 -54.0
1.33125 -60.0
1.3375 -101.0
1.34375 -97.0
1.35 -76.0
1.35625 -104.0
1.3625 -78.0
1.36875 -85.0
1.375 -89.0
1.38125 -73.0
1.3875 -68.0
1.39375 -76.0
1.4 -45.0
1.40625 -21.0
1.4125 -11.0
1.41875 -29.0
1.425 -52.0
1.43125 -81.0
1.4375 -89.0
1.44375 -93.0
1.45 -114.0
1.45625 -112.0
1.4625 -107.0
1.46875 -97.0
1.475 -61.0
1.48125 -48.0
1.4875 -35.0
1.49375 -40.0
1.5 -62.0
1.50625 -29.0
1.5125 -22.0
1.51875 -48.0
1.525 -64.0
1.53125 -72.0
1.5375 -71.0
1.54375 -58.0
1.55 -64.0
1.55625 -47.0
1.5625 -67.0
1.56875 -74.0
1.575 -67.0
1.58125 -61.0
1.5875 -83.0
1.59375 -108.0
1.6 -59.0
1.60625 -32.0
1.6125 -11.0
1.61875 3.0
1.625 2.0
1.63125 24.0
1.6375 34.0
1.64375 35.0
1.65 72.0
1.65625 65.0
1.6625 63.0
1.66875 68.0
1.675 58.0
1.68125 44.0
1.6875 -2.0
1.69375 -12.0
1.7 1.0
1.70625 34.0
1.7125 28.0
1.71875 -11.0
1.725 10.0
1.73125 1.0
1.7375 22.0
1.74375 20.0
1.75 2.0
1.75625 1.0
1.7625 -15.0
1.76875 -40.0
1.775 -31.0
1.78125 -14.0
1.7875 -24.0
1.79375 -36.0
1.8 -29.0
1.80625 -54.0
1.8125 -71.0
1.81875 -77.0
1.825 -79.0
1.83125 -78.0
1.8375 -86.0
1.84375 -83.0
1.85 -78.0
1.85625 -53.0
1.8625 -31.0
1.86875 -17.0
1.875 -3.0
1.88125 -9.0
1.8875 -4.0
1.89375 32.0
1.9 11.0
1.90625 17.0
1.9125 28.0
1.91875 37.0
1.925 31.0
1.93125 17.0
1.9375 20.0
1.94375 -3.0
1.95 4.0
1.95625 -13.0
1.9625 -32.0
1.96875 -10.0
1.975 -16.0
1.98125 -27.0
1.9875 -8.0
1.99375 -28.0
2.0 -31.0
2.00625 -24.0
2.0125 -36.0
2.01875 -37.0
2.025 -49.0
2.03125 -70.0
2.0375 -52.0
2.04375 -49.0
2.05 -41.0
2.05625 -58.0
2.0625 -73.0
2.06875 -98.0
2.075 -82.0
2.08125 -69.0
2.0875 -87.0
2.09375 -68.0
2.1 -50.0
2.10625 -63.0
2.1125 -55.0
2.11875 -66.0
2.125 -72.0
2.13125 -44.0
2.1375 -61.0
2.14375 -89.0
2.15 -62.0
2.15625 -60.0
2.1625 -73.0
2.16875 -100.0
2.175 -100.0
2.18125 -102.0
2.1875 -98.0
2.19375 -76.0
2.2 -89.0
2.20625 -83.0
2.2125 -60.0
2.21875 -62.0
2.225 -57.0
2.23125 -23.0
2.2375 -10.0
2.24375 -20.0
2.25 -33.0
2.25625 -49.0
2.2625 -70.0
2.26875 -86.0
2.275 -109.0
2.28125 -119.0
2.2875 -116.0
2.29375 -101.0
2.3 -76.0
2.30625 -77.0
2.3125 -93.0
2.31875 -121.0
2.325 -102.0
2.33125 -93.0
2.3375 -88.0
2.34375 -72.0
2.35 -51.0
2.35625 -56.0
2.3625 -51.0
2.36875 -46.0
2.375 -46.0
2.38125 -46.0
2.3875 -60.0
2.39375 -47.0
2.4 -35.0
2.40625 -29.0
2.4125 -22.0
2.41875 -26.0
2.425 -42.0
2.43125 -34.0
2.4375 -22.0
2.44375 -48.0
2.45 -21.0
2.45625 6.0
2.4625 10.0
2.46875 14.0
2.475 18.0
2.48125 17.0
2.4875 26.0
2.49375 3.0
2.5 20.0
2.50625 32.0
2.5125 31.0
2.51875 28.0
2.525 46.0
2.53125 43.0
2.5375 39.0
2.54375 2.0
2.55 -18.0
2.55625 -15.0
2.5625 -8.0
2.56875 -12.0
2.575 -18.0
2.58125 -31.0
2.5875 -26.0
2.59375 -62.0
2.6 -73.0
2.60625 -53.0
2.6125 -39.0
2.61875 -45.0
2.625 -23.0
2.63125 -13.0
2.6375 -9.0
2.64375 3.0
2.65 10.0
2.65625 7.0
2.6625 16.0
2.66875 8.0
2.675 12.0
2.68125 5.0
2.6875 3.0
2.69375 30.0
2.7 10.0
2.70625 -16.0
2.7125 13.0
2.71875 25.0
2.725 10.0
2.73125 27.0
2.7375 20.0
2.74375 22.0
2.75 31.0
2.75625 37.0
2.7625 41.0
2.76875 59.0
2.775 52.0
2.78125 42.0
2.7875 49.0
2.79375 44.0
2.8 36.0
2.80625 49.0
2.8125 62.0
2.81875 60.0
2.825 63.0
2.83125 54.0
2.8375 19.0
2.84375 22.0
2.85 26.0
2.85625 27.0
2.8625 30.0
2.86875 16.0
2.875 22.0
2.88125 27.0
2.8875 -8.0
2.89375 -21.0
2.9 5.0
2.90625 8.0
2.9125 13.0
2.91875 20.0
2.925 7.0
2.93125 3.0
2.9375 23.0
2.94375 27.0
2.95 13.0
2.95625 5.0
2.9625 -6.0
2.96875 -8.0
2.975 -18.0
2.98125 -16.0
2.9875 -18.0
2.99375 -46.0
3.0 -48.0
3.00625 -44.0
3.0125 -24.0
3.01875 -9.0
3.025 12.0
3.03125 47.0
3.0375 78.0
3.04375 66.0
3.05 36.0
3.05625 11.0
3.0625 10.0
3.06875 -7.0
3.075 -48.0
3.08125 -55.0
3.0875 -34.0
3.09375 -1.0
3.1 21.0
3.10625 22.0
3.1125 31.0
3.11875 46.0
3.125 26.0
3.13125 -3.0
3.1375 23.0
3.14375 22.0
3.15 16.0
3.15625 30.0
3.1625 20.0
3.16875 -6.0
3.175 -24.0
3.18125 0.0
3.1875 17.0
3.19375 13.0
3.2 7.0
3.20625 6.0
3.2125 14.0
3.21875 44.0
3.225 45.0
3.23125 51.0
3.2375 35.0
3.24375 36.0
3.25 65.0
3.25625 73.0
3.2625 79.0
3.26875 100.0
3.275 92.0
3.28125 78.0
3.2875 82.0
3.29375 79.0
3.3 42.0
3.30625 41.0
3.3125 31.0
3.31875 -11.0
3.325 12.0
3.33125 28.0
3.3375 49.0
3.34375 59.0
3.35 38.0
3.35625 25.0
3.3625 11.0
3.36875 40.0
3.375 35.0
3.38125 19.0
3.3875 24.0
3.39375 7.0
3.4 7.0
3.40625 27.0
3.4125 24.0
3.41875 25.0
3.425 40.0
3.43125 34.0
3.4375 11.0
3.44375 12.0
3.45 8.0
3.45625 -2.0
3.4625 -10.0
3.46875 -22.0
3.475 -29.0
3.48125 -22.0
3.4875 -34.0
3.49375 -16.0
3.5 19.0
3.50625 18.0
3.5125 -6.0
3.51875 -32.0
3.525 -11.0
3.53125 28.0
3.5375 39.0
3.54375 34.0
3.55 37.0
3.55625 36.0
3.5625 21.0
3.56875 23.0
3.575 49.0
3.58125 46.0
3.5875 25.0
3.59375 26.0
3.6 25.0
3.60625 44.0
3.6125 68.0
3.61875 65.0
3.625 56.0
3.63125 65.0
3.6375 65.0
3.64375 58.0
3.65 61.0
3.65625 60.0
3.6625 37.0
3.66875 33.0
3.675 38.0
3.68125 37.0
3.6875 45.0
3.69375 35.0
3.7 41.0
3.70625 32.0
3.7125 61.0
3.71875 57.0
3.725 37.0
3.73125 42.0
3.7375 50.0
3.74375 44.0
3.75 23.0
3.75625 37.0
3.7625 41.0
3.76875 50.0
3.775 43.0
3.78125 34.0
3.7875 31.0
3.79375 23.0
3.8 13.0
3.80625 6.0
3.8125 -2.0
3.81875 -27.0
3.825 -53.0
3.83125 -42.0
3.8375 -19.0
3.84375 -3.0
3.85 16.0
3.85625 35.0
3.8625 51.0
3.86875 67.0
3.875 67.0
3.88125 39.0
3.8875 29.0
3.89375 7.0
3.9 -17.0
3.90625 9.0
3.9125 -5.0
3.91875 -5.0
3.925 18.0
3.93125 24.0
3.9375 35.0
3.94375 26.0
3.95 1.0
3.95625 3.0
3.9625 -1.0
3.96875 25.0
3.975 30.0
3.98125 -7.0
3.9875 -11.0
3.99375 -26.0
4.0 -34.0
4.00625 -19.0
4.0125 -13.0
4.01875 -9.0
4.025 4.0
4.03125 14.0
4.0375 20.0
4.04375 5.0
4.05 2.0
4.05625 -4.0
4.0625 1.0
4.06875 25.0
4.075 22.0
4.08125 21.0
4.0875 40.0
4.09375 14.0
4.1 14.0
4.10625 39.0
4.1125 37.0
4.11875 29.0
4.125 12.0
4.13125 20.0
4.1375 26.0
4.14375 23.0
4.15 18.0
4.15625 27.0
4.1625 25.0
4.16875 30.0
4.175 44.0
4.18125 43.0
4.1875 37.0
4.19375 41.0
4.2 29.0
4.20625 26.0
4.2125 18.0
4.21875 -8.0
4.225 2.0
4.23125 22.0
4.2375 52.0
4.24375 61.0
4.25 35.0
4.25625 37.0
4.2625 45.0
4.26875 50.0
4.275 34.0
4.28125 31.0
4.2875 32.0
4.29375 17.0
4.3 5.0
4.30625 18.0
4.3125 12.0
4.31875 43.0
4.325 42.0
4.33125 16.0
4.3375 22.0
4.34375 40.0
4.35 70.0
4.35625 81.0
4.3625 63.0
4.36875 42.0
4.375 10.0
4.38125 -15.0
4.3875 -7.0
4.39375 16.0
4.4 40.0
4.40625 54.0
4.4125 38.0
4.41875 31.0
4.425 56.0
4.43125 67.0
4.4375 86.0
4.44375 90.0
4.45 84.0
4.45625 82.0
4.4625 50.0
4.46875 41.0
4.475 24.0
4.48125 39.0
4.4875 58.0
4.49375 48.0
4.5 63.0
4.50625 61.0
4.5125 50.0
4.51875 53.0
4.525 36.0
4.53125 21.0
4.5375 18.0
4.54375 26.0
4.55 37.0
4.55625 58.0
4.5625 40.0
4.56875 52.0
4.575 91.0
4.58125 86.0
4.5875 77.0
4.59375 79.0
4.6 55.0
4.60625 49.0
4.6125 26.0
4.61875 -21.0
4.625 -25.0
4.63125 -17.0
4.6375 -26.0
4.64375 -23.0
4.65 -33.0
4.65625 1.0
4.6625 20.0
4.66875 15.0
4.675 7.0
4.68125 11.0
4.6875 20.0
4.69375 32.0
4.7 27.0
4.70625 7.0
4.7125 8.0
4.71875 46.0
4.725 62.0
4.73125 83.0
4.7375 81.0
4.74375 71.0
4.75 51.0
4.75625 51.0
4.7625 71.0
4.76875 75.0
4.775 73.0
4.78125 86.0
4.7875 95.0
4.79375 118.0
4.8 149.0
4.80625 167.0
4.8125 131.0
4.81875 92.0
4.825 62.0
4.83125 73.0
4.8375 78.0
4.84375 34.0
4.85 31.0
4.85625 2.0
4.8625 -5.0
4.86875 -5.0
4.875 1.0
4.88125 22.0
4.8875 34.0
4.89375 27.0
4.9 26.0
4.90625 41.0
4.9125 25.0
4.91875 44.0
4.925 56.0
4.93125 30.0
4.9375 -4.0
4.94375 -19.0
4.95 5.0
4.95625 3.0
4.9625 -4.0
4.96875 1.0
4.975 42.0
4.98125 41.0
4.9875 25.0
4.99375 23.0
5.0 20.0
5.00625 -6.0
5.0125 13.0
5.01875 35.0
5.025 25.0
5.03125 18.0
5.0375 18.0
5.04375 15.0
5.05 11.0
5.05625 -2.0
5.0625 -10.0
5.06875 -19.0
5.075 -43.0
5.08125 -33.0
5.0875 -13.0
5.09375 -44.0
5.1 -53.0
5.10625 -62.0
5.1125 -65.0
5.11875 -53.0
5.125 -33.0
5.13125 -39.0
5.1375 -20.0
5.14375 -27.0
5.15 -18.0
5.15625 -2.0
5.1625 -2.0
5.16875 7.0
5.175 5.0
5.18125 -22.0
5.1875 -39.0
5.19375 -21.0
5.2 -26.0
5.20625 -4.0
5.2125 10.0
5.21875 41.0
5.225 60.0
5.23125 41.0
5.2375 39.0
5.24375 27.0
5.25 33.0
5.25625 22.0
5.2625 13.0
5.26875 50.0
5.275 74.0
5.28125 71.0
5.2875 74.0
5.29375 56.0
5.3 65.0
5.30625 82.0
5.3125 63.0
5.31875 76.0
5.325 57.0
5.33125 21.0
5.3375 24.0
5.34375 -5.0
5.35 -3.0
5.35625 28.0
5.3625 11.0
5.36875 16.0
5.375 23.0
5.38125 22.0
5.3875 1.0
5.39375 -6.0
5.4 5.0
5.40625 29.0
5.4125 19.0
5.41875 -1.0
5.425 -22.0
5.43125 -25.0
5.4375 -15.0
5.44375 1.0
5.45 5.0
5.45625 24.0
5.4625 21.0
5.46875 7.0
5.475 25.0
5.48125 6.0
5.4875 15.0
5.49375 51.0
5.5 39.0
5.50625 30.0
5.5125 39.0
5.51875 66.0
5.525 101.0
5.53125 97.0
5.5375 94.0
5.54375 112.0
5.55 114.0
5.55625 97.0
5.5625 54.0
5.56875 46.0
5.575 32.0
5.58125 22.0
5.5875 29.0
5.59375 18.0
5.6 21.0
5.60625 21.0
5.6125 7.0
5.61875 23.0
5.625 11.0
5.63125 -3.0
5.6375 29.0
5.64375 8.0
5.65 18.0
5.65625 33.0
5.6625 27.0
5.66875 23.0
5.675 25.0
5.68125 32.0
5.6875 23.0
5.69375 27.0
5.7 33.0
5.70625 38.0
5.7125 35.0
5.71875 34.0
5.725 11.0
5.73125 -12.0
5.7375 -35.0
5.74375 -56.0
5.75 -39.0
5.75625 -29.0
5.7625 -33.0
5.76875 -45.0
5.775 -45.0
5.78125 -21.0
5.7875 -22.0
5.79375 -39.0
5.8 -72.0
5.80625 -94.0
5.8125 -71.0
5.81875 -59.0
5.825 -26.0
5.83125 -10.0
5.8375 4.0
5.84375 18.0
5.85 30.0
5.85625 -13.0
5.8625 -50.0
5.86875 -59.0
5.875 -76.0
5.88125 -98.0
5.8875 -79.0
5.89375 -64.0
5.9 -78.0
5.90625 -102.0
5.9125 -85.0
5.91875 -82.0
5.925 -97.0
5.93125 -98.0
5.9375 -87.0
5.94375 -88.0
5.95 -92.0
5.95625 -93.0
5.9625 -115.0
5.96875 -121.0
5.975 -100.0
5.98125 -85.0
5.9875 -58.0
5.99375 -54.0
6.0 -59.0
6.00625 -93.0
6.0125 -70.0
6.01875 -24.0
6.025 -15.0
6.03125 -7.0
6.0375 11.0
6.04375 3.0
6.05 -18.0
6.05625 -13.0
6.0625 -3.0
6.06875 28.0
6.075 61.0
6.08125 59.0
6.0875 37.0
6.09375 11.0
6.1 13.0
6.10625 11.0
6.1125 16.0
6.11875 31.0
6.125 16.0
6.13125 27.0
6.1375 26.0
6.14375 13.0
6.15 26.0
6.15625 25.0
6.1625 33.0
6.16875 44.0
6.175 44.0
6.18125 36.0
6.1875 32.0
6.19375 48.0
6.2 38.0
6.20625 44.0
6.2125 41.0
6.21875 34.0
6.225 42.0
6.23125 52.0
6.2375 55.0
6.24375 80.0
6.25 82.0
6.25625 65.0
6.2625 88.0
6.26875 79.0
6.275 79.0
6.28125 63.0
6.2875 41.0
6.29375 61.0
6.3 46.0
6.30625 47.0
6.3125 51.0
6.31875 51.0
6.325 33.0
6.33125 25.0
6.3375 43.0
6.34375 43.0
6.35 33.0
6.35625 42.0
6.3625 20.0
6.36875 -4.0
6.375 7.0
6.38125 20.0
6.3875 28.0
6.39375 27.0
6.4 37.0
6.40625 46.0
6.4125 70.0
6.41875 76.0
6.425 52.0
6.43125 49.0
6.4375 42.0
6.44375 41.0
6.45 54.0
6.45625 59.0
6.4625 49.0
6.46875 60.0
6.475 57.0
6.48125 36.0
6.4875 32.0
6.49375 21.0
6.5 8.0
6.50625 12.0
6.5125 3.0
6.51875 -24.0
6.525 -34.0
6.53125 -5.0
6.5375 1.0
6.54375 -12.0
6.55 -29.0
6.55625 -24.0
6.5625 5.0
6.56875 14.0
6.575 4.0
6.58125 -21.0
6.5875 -21.0
6.59375 11.0
